OTU_ID	kingdom	phylum	class	order	family	genus	species
OTU1612	k__Fungi	p__Basidiomycota	c__Cystobasidiomycetes	o__Erythrobasidiales	f__Erythrobasidiaceae	g__Erythrobasidium	s__unidentified
OTU1635	k__Fungi	p__Mucoromycota	c__Endogonomycetes	o__Endogonales	f__Endogonaceae	g__Endogone	s__unidentified
OTU165	Unclassified						
OTU1652	k__Fungi						
OTU166	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales			
OTU1661	k__Fungi						
OTU167	k__Fungi						
OTU1672	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
OTU168	k__Fungi	p__Basidiomycota	c__Agaricomycetes				
OTU1687	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales			
OTU1689	k__Fungi	p__Basidiomycota					
OTU17	k__Fungi						
OTU1705	k__Fungi						
OTU1714	k__Fungi						
OTU1725	k__Fungi						
OTU1727	k__Fungi						
OTU1728	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Cystofilobasidiales	f__Cystofilobasidiaceae	g__Guehomyces	s__Guehomyces_pullulans
OTU1738	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Trimorphomycetaceae	g__Saitozyma	s__Saitozyma_podzolica
OTU1742	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Pleurotaceae		
OTU1743	k__Fungi	p__Ascomycota	c__Sordariomycetes				
OTU1744	k__Fungi						
OTU1747	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreales_fam_Incertae_sedis		
OTU1750	k__Fungi	p__Ascomycota					
OTU1752	k__Fungi						
OTU1753	k__Fungi	p__Ascomycota					
OTU1754	k__Fungi	p__Ascomycota					
OTU1756	k__Fungi	p__Ascomycota					
OTU1757	k__Fungi	p__Ascomycota					
OTU1758	k__Fungi	p__Ascomycota					
OTU1759	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Tricholomataceae	g__Mycena	
OTU1760	k__Fungi						
OTU1761	k__Fungi	p__Ascomycota					
OTU1762	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Sarcoscyphaceae	g__Desmazierella	s__Desmazierella_acicola
OTU1763	k__Fungi	p__Mucoromycota	c__Umbelopsidomycetes	o__GS23	f__unidentified	g__unidentified	s__unidentified
OTU1764	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Xylariales_fam_Incertae_sedis	g__Fusidium	
OTU1765	k__Fungi	p__Mucoromycota	c__Endogonomycetes	o__GS22	f__unidentified	g__unidentified	s__unidentified
OTU1766	k__Fungi	p__Ascomycota					
OTU1767	k__Fungi	p__Mucoromycota	c__Umbelopsidomycetes	o__GS23	f__unidentified	g__unidentified	s__unidentified
OTU1768	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Cantharellales_fam_Incertae_sedis	g__Sistotrema	s__Sistotrema_diademiferum
OTU1769	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Tremellodendropsidales	f__unidentified	g__unidentified	s__unidentified
OTU1770	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Botryobasidiaceae	g__Botryobasidium	
OTU1771	k__Fungi	p__Mucoromycota	c__Endogonomycetes	o__GS21	f__unidentified	g__unidentified	s__unidentified
OTU1772	k__Fungi	p__Ascomycota					
OTU1773	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Mycosphaerellaceae	g__Acrodontium	s__Acrodontium_crateriforme
OTU1774	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Auriculariales	f__unidentified	g__unidentified	s__unidentified
OTU1775	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
OTU1776	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	g__Talaromyces	
OTU1778	k__Fungi	p__Mucoromycota					
OTU1779	k__Fungi						
OTU1780	k__Fungi	p__Ascomycota					
OTU1781	k__Fungi	p__Ascomycota					
OTU1782	k__Fungi	p__Mucoromycota	c__Endogonomycetes	o__GS21	f__unidentified	g__unidentified	s__unidentified
OTU1783	k__Fungi						
OTU1784	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Chaetosphaeriales	f__Chaetosphaeriaceae	g__Chaetosphaeria	s__Chaetosphaeria_hebetiseta
OTU1785	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymellaceae		
OTU1786	k__Fungi	p__Ascomycota					
OTU1788	k__Fungi	p__Glomeromycota					
OTU1789	k__Fungi	p__Ascomycota					
OTU179	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Hygrophoraceae	g__Hygrocybe	s__Hygrocybe_cantharellus
OTU1790	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	
OTU1791	k__Fungi						
OTU1792	k__Fungi						
OTU1793	k__Fungi						
OTU1794	k__Fungi	p__Ascomycota					
OTU1795	k__Fungi						
OTU1796	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Venturiales	f__Venturiaceae	g__Tothia	s__Tothia_fuscella
OTU1797	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Ophiocordycipitaceae	g__Hirsutella	
OTU1798	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	
OTU1799	k__Fungi	p__Ascomycota	c__Ascomycota_cls_Incertae_sedis	o__Ascomycota_ord_Incertae_sedis	f__Ascomycota_fam_Incertae_sedis	g__Pseudosigmoidea	s__Pseudosigmoidea_ibarakiensis
OTU18	k__Fungi						
OTU1800	k__Fungi	p__Ascomycota					
OTU1801	k__Fungi						
OTU1802	k__Fungi	p__Mucoromycota	c__Endogonomycetes	o__GS21	f__unidentified	g__unidentified	s__unidentified
OTU1803	k__Fungi						
OTU1805	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales			
OTU1806	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Infundichalara	s__Infundichalara_minuta
OTU1807	k__Fungi						
OTU1808	k__Fungi						
OTU1809	k__Fungi	p__Ascomycota					
OTU1810	k__Fungi	p__Ascomycota					
OTU1811	k__Fungi	p__Mucoromycota	c__Umbelopsidomycetes	o__Umbelopsidales	f__Umbelopsidaceae	g__Umbelopsis	s__unidentified
OTU1813	k__Fungi	p__Ascomycota					
OTU1816	k__Fungi						
OTU1817	k__Fungi	p__Basidiomycota	c__Agaricomycetes				
OTU1818	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Phanerochaetaceae	g__Hyphodermella	s__unidentified
OTU1819	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Ceratobasidiaceae		
OTU1820	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Clavariaceae		
OTU1821	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Meruliaceae	g__Nigroporus	s__Nigroporus_vinosus
OTU1822	k__Fungi						
OTU1823	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales			
OTU1825	k__Fungi	p__Ascomycota	c__Eurotiomycetes				
OTU1827	k__Fungi	p__Basidiomycota	c__Cystobasidiomycetes				
OTU1828	k__Fungi						
OTU1829	k__Fungi						
OTU1830	k__Fungi						
OTU1831	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae		
OTU1832	k__Fungi						
OTU1833	k__Fungi	p__Basidiomycota	c__Agaricomycetes				
OTU1835	k__Fungi	p__Ascomycota					
OTU1836	k__Fungi	p__Mucoromycota	c__Endogonomycetes	o__GS21	f__unidentified	g__unidentified	s__unidentified
OTU1837	k__Fungi	p__Ascomycota					
OTU1838	k__Fungi	p__Ascomycota					
OTU1839	k__Fungi						
OTU1840	k__Fungi						
OTU1841	k__Fungi						
OTU1842	k__Fungi	p__Ascomycota	c__Sordariomycetes				
OTU1843	k__Fungi						
OTU1844	k__Fungi						
OTU1845	k__Fungi						
OTU1846	k__Fungi	p__Mucoromycota	c__Endogonomycetes	o__GS21	f__unidentified	g__unidentified	s__unidentified
OTU1847	k__Fungi						
OTU1848	k__Fungi	p__Ascomycota					
OTU1849	k__Fungi	p__Ascomycota	c__Sordariomycetes				
OTU1850	k__Fungi						
OTU1851	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales			
OTU1852	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__unidentified	s__unidentified
OTU1853	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales			
OTU1854	k__Fungi	p__Mucoromycota	c__Endogonomycetes	o__GS22	f__unidentified	g__unidentified	s__unidentified
OTU1855	k__Fungi						
OTU1856	k__Fungi	p__Mucoromycota	c__Endogonomycetes	o__GS22	f__unidentified	g__unidentified	s__unidentified
OTU1857	k__Fungi						
OTU1858	k__Fungi						
OTU1859	k__Fungi						
OTU1860	k__Fungi						
OTU1861	k__Fungi	p__Mucoromycota	c__Endogonomycetes	o__GS22	f__unidentified	g__unidentified	s__unidentified
OTU1863	k__Fungi						
OTU1864	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Mycosphaerellaceae		
OTU1865	k__Fungi	p__Mucoromycota	c__Endogonomycetes	o__GS21	f__unidentified	g__unidentified	s__unidentified
OTU1866	k__Fungi	p__Ascomycota					
OTU1867	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Tricholomataceae		
OTU1868	k__Fungi	p__Mucoromycota	c__Endogonomycetes	o__GS21	f__unidentified	g__unidentified	s__unidentified
OTU1869	k__Fungi						
OTU1870	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__unidentified	s__unidentified
OTU1871	k__Fungi						
OTU1872	k__Fungi	p__Ascomycota					
OTU1873	k__Fungi						
OTU1874	k__Fungi						
OTU1875	k__Fungi	p__Mucoromycota	c__Endogonomycetes	o__GS22	f__unidentified	g__unidentified	s__unidentified
OTU1876	k__Fungi						
OTU1877	k__Fungi	p__Ascomycota					
OTU1878	k__Fungi						
OTU1879	k__Fungi						
OTU1880	k__Fungi	p__Ascomycota					
OTU1881	k__Fungi						
OTU1882	k__Fungi						
OTU1883	k__Fungi						
OTU1884	k__Fungi						
OTU1885	k__Fungi	p__Ascomycota	c__Sordariomycetes				
OTU1888	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales			
OTU1891	k__Fungi						
OTU1892	k__Fungi	p__Basidiomycota					
OTU1894	k__Fungi	p__Ascomycota	c__Dothideomycetes				
OTU1895	k__Fungi	p__Ascomycota					
OTU1896	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Chaetosphaeriales	f__Chaetosphaeriaceae	g__Chaetosphaeria	s__Chaetosphaeria_chloroconia
OTU1897	k__Fungi	p__Ascomycota					
OTU1898	k__Fungi						
OTU1899	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Chaetomiaceae	g__Chaetomium	
OTU1901	k__Fungi						
OTU1902	k__Fungi						
OTU1903	k__Fungi						
OTU1905	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Ceratobasidiaceae		
OTU1906	k__Fungi	p__Ascomycota					
OTU1907	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariomycetes_ord_Incertae_sedis	f__Sordariomycetes_fam_Incertae_sedis	g__Vertexicola	s__unidentified
OTU1908	k__Fungi	p__Ascomycota					
OTU1909	k__Fungi						
OTU1910	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Microbotryomycetes_ord_Incertae_sedis	f__Chrysozymaceae	g__Chrysozyma	s__Chrysozyma_griseoflava
OTU1912	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Hymenochaetales	f__Hymenochaetaceae	g__Hymenochaete	
OTU1913	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Cuniculitremaceae		
OTU1914	k__Fungi						
OTU1915	k__Fungi	p__Ascomycota					
OTU1916	k__Fungi	p__Ascomycota					
OTU1917	k__Fungi	p__Ascomycota					
OTU1918	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Tremellaceae	g__Cryptococcus	s__unidentified
OTU1919	k__Fungi	p__Chytridiomycota					
OTU1920	k__Fungi						
OTU1921	k__Fungi	p__Ascomycota					
OTU1922	k__Fungi	p__Ascomycota					
OTU1923	k__Fungi	p__Ascomycota					
OTU1924	k__Fungi						
OTU1926	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Trechisporales	f__Hydnodontaceae	g__Trechispora	
OTU1927	k__Fungi						
OTU1928	k__Fungi	p__Ascomycota					
OTU1930	k__Fungi	p__Basidiomycota	c__Microbotryomycetes				
OTU1931	k__Fungi						
OTU1933	k__Fungi	p__Basidiomycota	c__Agaricomycetes				
OTU1934	k__Fungi						
OTU1935	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales			
OTU1936	k__Fungi						
OTU1937	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Thyridariaceae	g__Roussoella	s__unidentified
OTU1938	k__Fungi	p__Basidiomycota	c__Agaricomycetes				
OTU1939	k__Fungi						
OTU1940	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreales_fam_Incertae_sedis	g__Acremonium	s__Acremonium_polychromum
OTU1941	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	
OTU1942	k__Fungi						
OTU1945	k__Fungi	p__Ascomycota					
OTU1946	k__Fungi	p__Ascomycota					
OTU1947	k__Fungi						
OTU1949	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	s__unidentified
OTU1950	k__Fungi						
OTU1951	k__Fungi	p__Ascomycota					
OTU1952	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales			
OTU1953	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales			
OTU1954	k__Fungi	p__Basidiomycota	c__Cystobasidiomycetes	o__Cystobasidiomycetes_ord_Incertae_sedis	f__Cystobasidiomycetes_fam_Incertae_sedis	g__Microsporomyces	s__Microsporomyces_orientalis
OTU1955	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__unidentified
OTU1956	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Cordycipitaceae	g__Cordyceps	
OTU1957	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Mycosphaerellaceae		
OTU1958	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreales_fam_Incertae_sedis	g__Acremonium	s__Acremonium_hennebertii
OTU1960	k__Fungi						
OTU1961	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__unidentified	s__unidentified
OTU1962	k__Fungi						
OTU1964	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Hymenochaetales	f__Hymenochaetales_fam_Incertae_sedis	g__Peniophorella	s__Peniophorella_pallida
OTU1965	k__Fungi	p__Chytridiomycota	c__GS13	o__unidentified	f__unidentified	g__unidentified	s__unidentified
OTU1966	k__Fungi						
OTU1967	k__Fungi	p__Ascomycota					
OTU1968	k__Fungi	p__Glomeromycota	c__Archaeosporomycetes	o__Archaeosporales	f__unidentified	g__unidentified	s__unidentified
OTU1969	k__Fungi	p__Mucoromycota	c__Endogonomycetes	o__GS22	f__unidentified	g__unidentified	s__unidentified
OTU1970	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Omphalotaceae	g__Gymnopus	s__Gymnopus_impudicus
OTU1972	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Microbotryomycetes_ord_Incertae_sedis	f__Chrysozymaceae	g__Pseudohyphozyma	s__Pseudohyphozyma_bogoriensis
OTU1974	k__Fungi	p__Ascomycota					
OTU1975	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreaceae	g__Trichoderma	
OTU1976	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariomycetes_ord_Incertae_sedis	f__Sordariomycetes_fam_Incertae_sedis	g__Pleurophragmium	s__unidentified
OTU1977	k__Fungi	p__Glomeromycota	c__Archaeosporomycetes	o__Archaeosporales	f__unidentified	g__unidentified	s__unidentified
OTU1978	Unclassified						
OTU1979	k__Fungi	p__Ascomycota					
OTU1981	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Sporormiaceae	g__Preussia	s__Preussia_flanaganii
OTU1982	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales			
OTU1984	k__Fungi						
OTU1985	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Strophariaceae	g__Psilocybe	s__Psilocybe_mexicana
OTU1986	k__Fungi						
OTU1987	k__Fungi						
OTU1990	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Teratosphaeriaceae	g__Euteratosphaeria	s__Euteratosphaeria_verrucosiafricana
OTU1991	k__Fungi	p__Ascomycota					
OTU1992	k__Fungi						
OTU1993	k__Fungi						
OTU1994	k__Fungi						
OTU1995	k__Fungi						
OTU1996	k__Fungi	p__Ascomycota					
OTU1998	k__Fungi						
OTU1999	k__Fungi	p__Glomeromycota					
OTU20	k__Fungi	p__Basidiomycota	c__Agaricomycetes				
OTU2000	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreales_fam_Incertae_sedis	g__Acremonium	s__Acremonium_spinosum
OTU2001	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Ceratobasidiaceae		
OTU2003	k__Fungi						
OTU2004	k__Fungi	p__Ascomycota					
OTU2005	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Diaporthales			
OTU2006	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Debaryomycetaceae	g__Scheffersomyces	s__Scheffersomyces_stipitis
OTU2007	k__Fungi						
OTU2009	k__Fungi						
OTU2011	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Cordycipitaceae	g__Lecanicillium	s__unidentified
OTU2013	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales			
OTU2015	k__Fungi						
OTU2016	k__Fungi	p__Ascomycota					
OTU2017	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Mycosphaerellaceae		
OTU2018	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales			
OTU2019	k__Fungi						
OTU202	k__Fungi	p__Basidiomycota	c__Agaricomycetes				
OTU2022	k__Fungi						
OTU2024	k__Fungi						
OTU2025	k__Fungi						
OTU2027	k__Fungi						
OTU2028	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Teratosphaeriaceae	g__Penidiella	s__unidentified
OTU2029	k__Fungi	p__Ascomycota					
OTU2031	k__Fungi	p__Glomeromycota					
OTU2032	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales			
OTU2033	k__Fungi						
OTU2035	k__Fungi						
OTU2036	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	f__Orbiliaceae	g__Dactylella	s__unidentified
OTU2037	k__Fungi	p__Ascomycota	c__Sordariomycetes				
OTU2038	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Ostropales	f__Stictidaceae		
OTU2039	k__Fungi	p__Ascomycota					
OTU204	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales			
OTU2040	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae		
OTU2041	k__Fungi						
OTU2042	k__Fungi						
OTU2044	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__Exserohilum	s__Exserohilum_rostratum
OTU2045	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales			
OTU2047	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Paraphoma	
OTU2048	k__Fungi	p__Ascomycota					
OTU205	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Sebacinales	f__Serendipitaceae		
OTU2050	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Ceratobasidiaceae		
OTU2051	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales			
OTU2052	k__Fungi	p__Ascomycota					
OTU2053	k__Fungi						
OTU2055	k__Fungi						
OTU2056	k__Fungi						
OTU2057	k__Fungi	p__Mucoromycota	c__Endogonomycetes	o__GS22	f__unidentified	g__unidentified	s__unidentified
OTU2059	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Meruliaceae	g__Hydnophlebia	s__Hydnophlebia_chrysorhiza
OTU206	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Sebacinales	f__unidentified	g__unidentified	s__unidentified
OTU2060	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Glomerellales	f__Plectosphaerellaceae	g__Plectosphaerella	
OTU2061	k__Fungi						
OTU2062	k__Fungi	p__Ascomycota					
OTU2063	k__Fungi						
OTU2064	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Onygenales	f__Ascosphaeraceae	g__Ascosphaera	s__Ascosphaera_asterophora
OTU2065	k__Fungi	p__Basidiomycota	c__Exobasidiomycetes	o__Exobasidiales	f__Exobasidiaceae	g__Exobasidium	
OTU2066	k__Fungi	p__Ascomycota	c__Eurotiomycetes				
OTU2067	k__Fungi	p__Basidiomycota	c__Exobasidiomycetes	o__Exobasidiales	f__Exobasidiaceae	g__Exobasidium	
OTU2068	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	g__Talaromyces	
OTU2069	k__Fungi						
OTU207	k__Fungi						
OTU2070	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Hygrophoraceae	g__Hygrocybe	s__Hygrocybe_cantharellus
OTU2072	k__Fungi						
OTU2073	k__Fungi						
OTU2074	k__Fungi	p__Mucoromycota	c__Endogonomycetes	o__GS21	f__unidentified	g__unidentified	s__unidentified
OTU2075	k__Fungi	p__Basidiomycota	c__Agaricomycetes				
OTU2076	k__Fungi						
OTU2077	k__Fungi	p__Zoopagomycota	c__Zoopagomycetes	o__Zoopagales	f__Piptocephalidaceae	g__Piptocephalis	s__Piptocephalis_fimbriata
OTU2078	k__Fungi	p__Glomeromycota					
OTU2080	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Tricholomataceae	g__Mycena	
OTU2081	k__Fungi						
OTU2082	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetaceae	g__Yueomyces	s__Yueomyces_sinensis
OTU2083	k__Fungi	p__Ascomycota					
OTU2084	k__Fungi						
OTU2085	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales			
OTU2086	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Ophiocordycipitaceae	g__Haptocillium	s__Haptocillium_sinense
OTU2087	k__Fungi						
OTU2088	k__Fungi	p__Glomeromycota					
OTU2089	k__Fungi	p__Basidiomycota	c__Agaricomycetes				
OTU2090	k__Fungi	p__Ascomycota					
OTU2091	k__Fungi	p__Glomeromycota					
OTU2094	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae		
OTU2095	k__Fungi						
OTU2096	k__Fungi						
OTU2097	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Entolomataceae	g__Entoloma	
OTU2098	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__unidentified	s__unidentified
OTU2100	k__Fungi						
OTU2101	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales			
OTU2103	k__Fungi						
OTU2104	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetales_fam_Incertae_sedis	g__Candida	s__Candida_tropicalis
OTU2105	k__Fungi	p__Ascomycota					
OTU2107	k__Fungi						
OTU2108	k__Fungi						
OTU2109	k__Fungi						
OTU2110	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Atheliales	f__Atheliaceae	g__Athelia	s__unidentified
OTU2111	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales			
OTU2112	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Venturiales	f__Venturiaceae		
OTU2113	k__Fungi	p__Ascomycota					
OTU2114	k__Fungi	p__Ascomycota					
OTU2115	k__Fungi	p__Ascomycota					
OTU2116	k__Fungi						
OTU2117	k__Fungi	p__Ascomycota					
OTU2118	k__Fungi	p__Ascomycota					
OTU2119	k__Fungi	p__Basidiomycota	c__Agaricomycetes				
OTU2121	k__Fungi						
OTU2124	k__Fungi						
OTU2125	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	g__Acephala	s__unidentified
OTU2126	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae		
OTU2127	k__Fungi						
OTU2128	k__Fungi	p__Ascomycota					
OTU2130	k__Fungi	p__Ascomycota	c__Sordariomycetes				
OTU2131	k__Fungi						
OTU2132	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	
OTU2134	k__Fungi	p__Ascomycota	c__Sordariomycetes				
OTU2136	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__GS29	f__unidentified	g__unidentified	s__unidentified
OTU2137	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Hannaella	
OTU2139	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Ophiocordycipitaceae	g__Polycephalomyces	s__Polycephalomyces_prolificus
OTU2140	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Sordariales_fam_Incertae_sedis		
OTU2141	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	f__Orbiliaceae		
OTU2142	k__Fungi						
OTU2143	k__Fungi						
OTU2144	k__Fungi	p__Basidiomycota	c__Exobasidiomycetes	o__Georgefischeriales	f__Tilletiariaceae	g__Tilletiaria	s__Tilletiaria_anomala
OTU2145	k__Fungi	p__Basidiomycota					
OTU2146	k__Fungi	p__Basidiomycota					
OTU2147	k__Fungi						
OTU2149	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreaceae	g__Trichoderma	
OTU2150	k__Fungi						
OTU2151	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
OTU2152	k__Fungi	p__Basidiomycota	c__Agaricomycetes				
OTU2153	k__Fungi						
OTU2155	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Chaetomiaceae	g__Chaetomium	s__Chaetomium_aureum
OTU2156	k__Fungi						
OTU2157	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Ceratobasidiaceae		
OTU2160	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales			
OTU2161	k__Fungi						
